ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1460.0,1918.0,11.0,8.0,4.0,38.0,,4.0,1.0,33.0,7.8,RUSSIA,,S. KURIL ISLANDS,44.5,151.5,86.0,0.5,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1461.0,1918.0,12.0,4.0,11.0,47.0,48.0,4.0,1.0,33.0,7.8,CHILE,,NORTHERN CHILE,-26.0,-71.0,89.0,5.0,,2.3,2.5,,,,,,,,,1.0,,,,,,1.0,,,,,,3.0,,3.0,,
1465.0,1919.0,1.0,1.0,1.0,33.0,42.0,1.0,1.0,33.0,7.4,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",8.0,126.0,84.0,0.44,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1464.0,1919.0,1.0,1.0,2.0,59.0,57.0,1.0,1.0,180.0,8.3,TONGA,,TONGA ISLANDS,-19.6,-176.6,81.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511.0,1919.0,4.0,3.0,,,,1.0,6.0,,,INDONESIA,,SULAWESI,3.138,125.491,83.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1472.0,1919.0,4.0,30.0,7.0,17.0,17.3,4.0,1.0,25.0,8.1,TONGA,,TONGA ISLANDS,-18.352,-172.515,81.0,2.5,,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1474.0,1919.0,5.0,6.0,19.0,41.0,14.3,3.0,1.0,35.0,7.8,PAPUA NEW GUINEA,,SOLOMON SEA,-4.852,153.714,82.0,2.5,,2.6,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
1476.0,1919.0,5.0,22.0,17.0,45.0,,4.0,6.0,,,ITALY,,STROMBOLI ISLAND,38.789,15.213,50.0,0.75,,,4.0,,,,,,,,,1.0,,,,,4.0,1.0,,,,3.0,,1.0,10.0,1.0,,3.0
1478.0,1919.0,10.0,2.0,,,,4.0,7.0,,,USA,HI,"ALIKA, HAWAII",19.23,-155.9,80.0,4.3,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1480.0,1920.0,1.0,29.0,,,,1.0,1.0,,,INDONESIA,,N. MOLUCCAS ISLANDS,0.87,122.92,83.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1485.0,1920.0,8.0,20.0,16.0,15.0,38.0,3.0,1.0,15.0,7.0,CHILE,,CENTRAL CHILE,-38.0,-73.5,89.0,1.4,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0
3541.0,1920.0,12.0,16.0,12.0,5.0,53.0,0.0,1.0,17.0,7.8,CHINA,,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,84.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489.0,1921.0,5.0,14.0,11.0,17.0,45.0,2.0,1.0,,6.2,INDONESIA,,MAKASSAR STRAIT,0.7,117.9,83.0,1.0,,,0.5,,,,,,,,,2.0,,,,,,,,,,,,2.0,,1.0,,1.0
1490.0,1921.0,9.0,11.0,4.0,1.0,38.0,4.0,1.0,,7.5,INDONESIA,,JAVA,-11.0,111.0,60.0,0.1,,-2.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1495.0,1922.0,1.0,19.0,21.0,58.0,50.0,3.0,1.0,33.0,7.5,PAPUA NEW GUINEA,,BISMARCK SEA,-7.0,143.0,82.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
1498.0,1922.0,2.0,27.0,20.0,39.0,50.0,2.0,1.0,,6.3,PHILIPPINES,,CEBU ISLAND,10.2,124.1,84.0,0.7,,-0.5,0.0,,,,,,,,,,,,,,5.0,1.0,,,,,,2.0,,,,2.0
1505.0,1922.0,11.0,11.0,4.0,32.0,36.0,4.0,1.0,35.0,8.7,CHILE,,NORTHERN CHILE,-28.553,-70.755,89.0,9.0,,3.2,2.5,,200.0,3.0,,,,,,3.0,,3.0,,,700.0,3.0,,,,,,3.0,,3.0,,
1506.0,1922.0,12.0,25.0,3.0,33.0,10.0,3.0,1.0,,6.3,NEW ZEALAND,,SE. NEW ZEALAND,-43.0,173.0,81.0,0.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1507.0,1923.0,1.0,22.0,9.0,4.0,18.0,0.0,1.0,,7.2,USA,CA,N. CALIFORNIA,40.8,-124.5,88.0,0.1,,-2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1508.0,1923.0,2.0,3.0,16.0,1.0,41.0,4.0,1.0,19.0,8.3,RUSSIA,,KAMCHATKA,54.0,161.0,86.0,8.0,,3.0,,,3.0,1.0,,,,,1.5,2.0,,,,,3.0,1.0,,,,,1.5,2.0,,2.0,,
1509.0,1923.0,2.0,17.0,,,,3.0,0.0,,,CHILE,,CENTRAL CHILE,-35.33,-72.42,89.0,1.5,,0.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1515.0,1923.0,3.0,4.0,,,,1.0,0.0,,,CHILE,,SAN FELIX ISLAND,-26.3,-80.1,89.0,35.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
1517.0,1923.0,4.0,13.0,15.0,31.0,2.0,4.0,1.0,20.0,7.2,RUSSIA,,KAMCHATKA,56.5,162.5,86.0,20.0,,4.9,3.5,,18.0,1.0,,,,,,3.0,,3.0,,,18.0,1.0,,,,,,3.0,,3.0,,
1521.0,1923.0,6.0,1.0,17.0,24.0,0.0,4.0,1.0,40.0,7.3,JAPAN,,"KASHIMA, JAPAN",35.4,141.8,85.0,0.4,,-1.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1526.0,1923.0,9.0,1.0,2.0,58.0,37.0,4.0,1.0,33.0,7.9,JAPAN,,SAGAMI BAY,35.1,139.5,85.0,13.0,,3.6,3.0,,2144.0,4.0,166.0,3.0,,,,3.0,868.0,3.0,,,142807.0,4.0,43476.0,4.0,47000.0,4.0,600.0,4.0,695000.0,4.0,,
1527.0,1923.0,9.0,2.0,2.0,46.0,40.0,4.0,1.0,20.0,7.7,JAPAN,,RYUKYU ISLANDS,34.9,140.2,85.0,0.3,,-1.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2457.0,1924.0,8.0,8.0,,,,1.0,0.0,,,USA,NY,"CONEY ISLAND, NY",40.567,-73.983,75.0,4.6,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,
1549.0,1925.0,1.0,8.0,,,,1.0,1.0,,,INDONESIA,,BANDA SEA,-8.0,115.0,60.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1550.0,1925.0,2.0,23.0,23.0,53.0,36.0,3.0,3.0,,6.0,USA,AK,"GULF OF ALASKA, AK",60.0,-146.0,87.0,1.4,,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1560.0,1925.0,11.0,16.0,11.0,54.0,54.0,1.0,1.0,80.0,7.0,MEXICO,,S. MEXICO,18.5,-107.0,88.0,11.0,,3.5,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,
2464.0,1926.0,1.0,9.0,,,,2.0,8.0,,,USA,ME,"BERNARD, ME",44.233,-68.35,75.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565.0,1926.0,3.0,20.0,9.0,3.0,,1.0,1.0,,,USA,HI,HAWAII,20.5,-155.5,80.0,1.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1572.0,1926.0,9.0,16.0,17.0,59.0,15.0,4.0,1.0,35.0,6.9,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.674,159.519,82.0,2.0,,1.0,1.5,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,2.0
1576.0,1927.0,3.0,7.0,9.0,27.0,,4.0,3.0,10.0,7.6,JAPAN,,SW. HONSHU ISLAND,35.6,135.1,85.0,11.3,,0.4,0.5,,,,,,,,,,,,,,3022.0,4.0,,,3295.0,4.0,,4.0,15594.0,4.0,9821.0,4.0
2298.0,1927.0,6.0,26.0,11.0,20.0,48.0,4.0,1.0,27.0,6.0,UKRAINE,,"CRIMEA, BLACK SEA",44.4,34.4,40.0,0.7,,-0.5,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,
4416.0,1927.0,7.0,11.0,13.0,4.0,,2.0,1.0,,6.3,ISRAEL,,DEAD SEA,32.0,35.5,50.0,1.0,,,,,,,,,,,,,,,,,268.0,3.0,,,,,,3.0,,,,
1578.0,1927.0,8.0,5.0,21.0,13.0,1.1,4.0,1.0,10.0,6.9,JAPAN,,SANRIKU,37.9,142.0,85.0,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1579.0,1927.0,8.0,18.0,19.0,28.0,,4.0,1.0,20.0,6.4,JAPAN,,"KASHIMA, JAPAN",34.2,142.0,85.0,0.4,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2299.0,1927.0,9.0,11.0,22.0,15.0,48.0,4.0,1.0,17.0,6.8,UKRAINE,,"CRIMEA, BLACK SEA",44.4,34.5,40.0,1.0,,,2.0,,,,,,,,,1.0,1.0,2.0,,,11.0,1.0,,,122.0,3.0,,4.0,,4.0,,4.0
1585.0,1927.0,11.0,4.0,13.0,50.0,43.0,4.0,1.0,10.0,7.3,USA,CA,S. CALIFORNIA,34.813,-120.774,88.0,1.8,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,
1587.0,1927.0,12.0,1.0,4.0,37.0,27.0,3.0,1.0,,6.3,INDONESIA,,SULAWESI,-0.7,119.7,83.0,15.0,,3.9,3.0,,50.0,1.0,50.0,1.0,,,,2.0,,2.0,,,50.0,1.0,,,50.0,1.0,,3.0,,3.0,,
1589.0,1927.0,12.0,28.0,18.0,20.0,34.2,4.0,1.0,35.0,7.5,RUSSIA,,KAMCHATKA,55.663,160.039,86.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5531.0,1927.0,,,,,,2.0,0.0,,,NEW ZEALAND,,"TOLAGA BAY, NORTH ISLAND",-38.37,178.31,81.0,6.35,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1597.0,1928.0,4.0,22.0,20.0,13.0,46.0,3.0,1.0,29.0,6.0,GREECE,,CORINTHOS-PATRAS GULF,38.0,23.0,50.0,0.6,,1.1,3.0,,,,,,,,,,,,,,20.0,1.0,,,,,,4.0,3000.0,4.0,,
1602.0,1928.0,5.0,27.0,9.0,50.0,0.0,4.0,1.0,40.0,7.0,JAPAN,,SANRIKU,40.0,143.2,85.0,0.45,,-2.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1605.0,1928.0,6.0,17.0,3.0,19.0,33.1,4.0,1.0,35.0,7.7,MEXICO,,S. MEXICO,16.028,-97.036,88.0,0.2,,3.0,1.0,,,,,,,,,1.0,,,,,4.0,1.0,,,,,,2.0,,,,
1607.0,1928.0,8.0,4.0,,,,4.0,7.0,1.0,,INDONESIA,,FLORES SEA,-8.32,121.708,60.0,10.0,,3.3,3.0,,128.0,3.0,,,,,,,,,,,226.0,3.0,,,,,,,,,,
1609.0,1928.0,12.0,1.0,4.0,6.0,12.0,3.0,1.0,25.0,7.6,CHILE,,CENTRAL CHILE,-35.0,-72.0,89.0,1.5,,0.6,0.5,,,,,,,,,,,,,,279.0,3.0,,,,,,3.0,,3.0,,
1613.0,1929.0,3.0,7.0,1.0,34.0,37.9,4.0,1.0,50.0,7.8,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,87.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1614.0,1929.0,5.0,21.0,16.0,35.0,,4.0,1.0,30.0,7.1,JAPAN,,HIUGANADA,31.7,132.2,85.0,0.7,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1616.0,1929.0,5.0,26.0,22.0,39.0,54.0,3.0,1.0,33.0,7.0,CANADA,BC,BRITISH COLUMBIA,51.0,-131.0,88.0,1.5,,0.6,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1618.0,1929.0,6.0,16.0,22.0,47.0,32.0,2.0,3.0,,7.5,NEW ZEALAND,,TASMAN SEA,-41.75,172.25,81.0,2.5,,1.3,1.5,,,,,,,,,,,,,,17.0,1.0,,,,,,3.0,,3.0,,
1620.0,1929.0,8.0,9.0,,,,2.0,9.0,,,CHILE,,NORTHERN CHILE,-23.7,-70.4,89.0,7.5,,2.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1622.0,1929.0,11.0,18.0,20.0,32.0,,4.0,3.0,20.0,7.3,CANADA,NL,"GRAND BANKS, NEWFOUNDLAND",44.69,-56.0,75.0,13.0,,2.2,,,28.0,1.0,,,,,1.0,2.0,,,,,28.0,1.0,,,,,1.0,2.0,,,,
1624.0,1930.0,3.0,17.0,,,,1.0,6.0,,,INDONESIA,,KRAKATAU,-6.102,105.423,60.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625.0,1930.0,6.0,19.0,13.0,7.0,27.0,3.0,1.0,33.0,6.0,INDONESIA,,SOUTH OF JAVA,-5.6,105.3,60.0,1.5,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1626.0,1930.0,7.0,19.0,15.0,20.0,12.0,2.0,1.0,100.0,6.5,INDONESIA,,SOUTH OF JAVA,-9.3,114.3,60.0,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1627.0,1930.0,8.0,31.0,0.0,40.0,38.0,3.0,3.0,15.0,5.2,USA,CA,S. CALIFORNIA,34.03,-118.643,88.0,3.05,,-1.0,-0.5,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,
4218.0,1930.0,9.0,11.0,9.0,52.0,,4.0,6.0,,,ITALY,,STROMBOLI ISLAND,38.789,15.213,50.0,2.5,,,3.0,,1.0,1.0,,,,,,,,,,,6.0,1.0,,,20.0,1.0,,2.0,,,,
3620.0,1930.0,11.0,5.0,,,,3.0,1.0,,,KENYA,,MOMBASA,-4.05,39.667,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632.0,1930.0,12.0,23.0,21.0,35.0,36.0,4.0,1.0,33.0,6.5,PAPUA NEW GUINEA,,BISMARCK SEA,-1.3,144.3,82.0,12.0,,3.4,1.5,,27.0,1.0,8.0,1.0,,,,2.0,104.0,3.0,,,27.0,1.0,,,8.0,1.0,,2.0,104.0,3.0,,
1634.0,1930.0,12.0,29.0,8.0,26.0,24.0,2.0,1.0,,6.0,CHILE,,NORTHERN CHILE,-28.5,-71.0,89.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1637.0,1931.0,2.0,13.0,1.0,27.0,16.0,1.0,1.0,,7.1,NEW ZEALAND,,N. NEW ZEALAND,-39.5,177.0,81.0,0.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1639.0,1931.0,3.0,9.0,3.0,49.0,0.0,4.0,1.0,60.0,7.6,JAPAN,,SANRIKU,41.2,142.5,85.0,0.4,,-1.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2465.0,1931.0,8.0,19.0,,,,1.0,9.0,,,USA,NJ,"ATLANTIC CITY, NJ",39.35,-74.417,75.0,3.0,,,,,4.0,1.0,,,,,,,,,,,4.0,1.0,,,,,,,,,,
1644.0,1931.0,9.0,25.0,5.0,59.0,44.0,3.0,1.0,,7.4,INDONESIA,,SW. SUMATRA,-5.0,102.75,60.0,1.0,,4.9,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1645.0,1931.0,10.0,3.0,19.0,13.0,20.8,4.0,1.0,35.0,7.8,SOLOMON ISLANDS,,SAN CRISTOBAL ISLAND,-10.932,161.016,82.0,9.0,,3.3,2.5,,50.0,1.0,,,,,,3.0,,3.0,,,50.0,1.0,,,,,,3.0,,3.0,,
1646.0,1931.0,11.0,2.0,10.0,2.0,,4.0,1.0,40.0,7.1,JAPAN,,SEIKAIDO,32.2,132.1,85.0,0.8,,-0.3,,,,,,,,,,,,,,,1.0,1.0,,,,,,,14.0,1.0,,
1649.0,1932.0,6.0,3.0,10.0,36.0,50.0,4.0,1.0,33.0,8.1,MEXICO,,CENTRAL MEXICO,19.5,-104.25,88.0,10.0,,1.5,2.0,,4.0,1.0,,,,,,2.0,,2.0,,,400.0,3.0,,,120.0,3.0,,3.0,,3.0,,
1651.0,1932.0,6.0,18.0,10.0,12.0,16.1,4.0,1.0,54.0,7.9,MEXICO,,CENTRAL MEXICO,19.452,-103.632,88.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,
1652.0,1932.0,6.0,22.0,12.0,59.0,24.0,4.0,1.0,33.0,7.0,MEXICO,,CENTRAL MEXICO,19.0,-104.5,88.0,10.0,,3.3,1.5,,75.0,2.0,100.0,2.0,,,,3.0,,,,,75.0,2.0,,,100.0,2.0,,3.0,400.0,3.0,,
1655.0,1932.0,9.0,26.0,19.0,20.0,42.0,1.0,1.0,35.0,6.9,GREECE,,NORTH AEGEAN,40.5,23.9,50.0,2.0,,,3.0,,,,,,,,,1.0,,,,,161.0,3.0,,,669.0,3.0,,4.0,4106.0,4.0,3218.0,4.0
1657.0,1933.0,1.0,8.0,16.0,,,4.0,6.0,33.0,6.0,RUSSIA,,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.50799999999995,86.0,9.0,,3.2,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
1661.0,1933.0,3.0,2.0,17.0,31.0,0.9,4.0,1.0,35.0,8.4,JAPAN,,SANRIKU,39.224,144.622,85.0,29.0,,4.9,3.5,,3022.0,4.0,,,,,,4.0,6000.0,4.0,,,3022.0,4.0,,,,,,4.0,6000.0,4.0,,
1662.0,1933.0,3.0,11.0,1.0,54.0,7.8,0.0,9.0,16.0,6.3,USA,CA,S. CALIFORNIA,33.616,-117.966,88.0,0.1,,-3.3,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1664.0,1933.0,6.0,18.0,21.0,37.0,0.0,4.0,1.0,20.0,7.1,JAPAN,,SANRIKU,38.1,142.4,85.0,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
3544.0,1934.0,4.0,7.0,3.0,,,4.0,8.0,,,NORWAY,,TAFJORD,62.27,7.4,73.0,62.3,,,,,41.0,1.0,,,,,,,,,,,41.0,1.0,,,,,,,,,,
1673.0,1934.0,7.0,18.0,19.0,40.0,24.0,3.0,1.0,35.0,7.8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.907,166.731,82.0,0.65,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1675.0,1934.0,8.0,21.0,,,,0.0,9.0,,,USA,CA,S. CALIFORNIA,33.7,-118.2,88.0,12.0,,,3.0,,,,,,,,0.075,1.0,1.0,1.0,,,,,,,,,0.075,1.0,1.0,1.0,,
3308.0,1934.0,11.0,30.0,2.0,5.0,10.0,4.0,1.0,5.0,7.0,MEXICO,,MEXICO,18.5,-105.5,88.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678.0,1935.0,7.0,19.0,0.0,50.0,0.0,4.0,1.0,,6.5,JAPAN,,JAPAN,36.6,141.4,85.0,0.2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1684.0,1935.0,10.0,12.0,16.0,45.0,0.0,4.0,1.0,10.0,7.2,JAPAN,,SANRIKU,39.9,143.7,85.0,0.3,,-1.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1685.0,1935.0,10.0,18.0,0.0,11.0,0.0,4.0,1.0,10.0,7.0,JAPAN,,SANRIKU,40.7,144.3,85.0,0.2,,-2.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1690.0,1936.0,4.0,1.0,2.0,9.0,15.0,4.0,1.0,60.0,7.7,INDONESIA,,SULAWESI,4.5,126.5,83.0,3.0,,1.5,2.0,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,169.0,3.0,,
1691.0,1936.0,7.0,13.0,11.0,12.0,15.0,4.0,1.0,60.0,7.3,CHILE,,NORTHERN CHILE,-24.5,-70.0,89.0,1.0,,,0.5,,,,,,,,,,,,,,1.0,1.0,,,40.0,1.0,,2.0,,3.0,,
3543.0,1936.0,9.0,13.0,,,,4.0,8.0,,,NORWAY,,LOEN,61.87,6.851,73.0,74.0,,,,,73.0,2.0,,,,,,1.0,,,,,73.0,2.0,,,,,,1.0,,,,
1694.0,1936.0,10.0,27.0,15.0,50.0,0.0,4.0,8.0,,,USA,AK,"LITUYA BAY, AK",58.6,-137.1,87.0,149.35,,5.6,4.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
1695.0,1936.0,11.0,2.0,20.0,46.0,0.0,4.0,1.0,40.0,7.7,JAPAN,,SANRIKU,38.2,142.2,85.0,0.7,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1696.0,1936.0,11.0,13.0,12.0,31.0,,2.0,1.0,,7.3,RUSSIA,,KAMCHATKA,55.2,164.0,86.0,13.0,,3.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
1698.0,1937.0,5.0,29.0,,,,4.0,6.0,,,PAPUA NEW GUINEA,,RABAUL,-4.271,152.203,82.0,2.5,,1.3,1.5,,,1.0,,,,,,1.0,,,,,507.0,3.0,,,,,,1.0,,1.0,,
1703.0,1937.0,11.0,6.0,,,,2.0,1.0,33.0,6.0,INDONESIA,,BANDA SEA,-3.0,132.3,83.0,0.5,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1704.0,1938.0,2.0,1.0,19.0,4.0,18.0,4.0,1.0,,8.5,INDONESIA,,BANDA SEA,-5.25,130.5,83.0,1.0,,1.0,1.5,,,,,,,,,2.0,24.0,1.0,8.0,1.0,,,,,,,,2.0,24.0,1.0,8.0,1.0
1705.0,1938.0,2.0,13.0,,,,2.0,1.0,,6.0,INDONESIA,,BANDA SEA,-3.0,132.3,83.0,0.5,,,-0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1706.0,1938.0,3.0,6.0,1.0,56.0,,1.0,1.0,,,PAPUA NEW GUINEA,,SOLOMON SEA,-5.1,153.1,82.0,0.03,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1710.0,1938.0,5.0,19.0,17.0,8.0,21.0,4.0,1.0,,7.6,INDONESIA,,MAKASSAR STRAIT,-1.0,120.0,83.0,3.0,,1.6,,,17.0,1.0,,,,,,1.0,,,,,17.0,1.0,,,,,,3.0,942.0,3.0,,
1711.0,1938.0,5.0,23.0,7.0,18.0,,4.0,1.0,,7.1,JAPAN,,JAPAN TRENCH,36.7,141.4,85.0,0.83,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1714.0,1938.0,5.0,28.0,16.0,42.0,,4.0,1.0,,6.1,JAPAN,,E. HOKKAIDO ISLAND,43.6,144.3,85.0,0.9,,-0.1,,,1.0,1.0,,,,,,1.0,7.0,1.0,,,1.0,1.0,,,,,,1.0,7.0,1.0,,
1715.0,1938.0,6.0,10.0,9.0,53.0,44.6,4.0,1.0,35.0,7.6,JAPAN,,RYUKYU ISLANDS,25.321,125.115,85.0,1.5,,0.6,0.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1716.0,1938.0,11.0,5.0,8.0,43.0,21.0,4.0,1.0,30.0,7.7,JAPAN,,SANRIKU,37.1,141.7,85.0,0.57,,0.1,-0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,20.0,1.0,,
1717.0,1938.0,11.0,5.0,10.0,50.0,15.0,4.0,1.0,30.0,7.6,JAPAN,,SANRIKU,37.2,141.7,85.0,0.56,,0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1718.0,1938.0,11.0,6.0,8.0,53.0,53.0,4.0,1.0,0.0,7.5,JAPAN,,OFF FUKUSHIMA PREFECTURE,37.5,141.8,85.0,1.26,,0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1719.0,1938.0,11.0,6.0,21.0,38.0,47.0,4.0,1.0,20.0,7.1,JAPAN,,OFF FUKUSHIMA PREFECTURE,37.0,141.7,85.0,1.25,,0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1722.0,1938.0,11.0,10.0,20.0,18.0,41.2,4.0,1.0,25.0,8.2,USA,AK,"SHUMAGIN ISLANDS, AK",55.48,-158.37,87.0,0.3,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1725.0,1938.0,11.0,13.0,22.0,31.0,,4.0,1.0,60.0,6.0,JAPAN,,SANRIKU,37.0,141.5,85.0,0.75,,-0.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1727.0,1938.0,11.0,22.0,1.0,14.0,0.0,4.0,1.0,10.0,6.9,JAPAN,,SANRIKU,36.7,142.1,85.0,0.3,,-1.7,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1728.0,1938.0,11.0,30.0,2.0,29.0,0.0,4.0,1.0,50.0,7.0,JAPAN,,SANRIKU,37.0,142.2,85.0,0.2,,-2.3,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1731.0,1939.0,3.0,20.0,3.0,22.0,,4.0,1.0,20.0,6.6,JAPAN,,SEIKAIDO,32.3,132.0,85.0,0.8,,-0.3,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,
1733.0,1939.0,4.0,30.0,2.0,55.0,29.1,3.0,1.0,35.0,7.9,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.295,159.234,82.0,10.5,,3.4,1.5,,12.0,1.0,,,,,,1.0,,1.0,,,12.0,1.0,,,,,,2.0,,2.0,,
1734.0,1939.0,5.0,1.0,5.0,58.0,,4.0,1.0,,7.0,JAPAN,,NW. HONSHU ISLAND,40.1,139.5,85.0,1.2,,-1.7,0.0,,,,,,,,,,,,,,27.0,1.0,,,52.0,2.0,,2.0,479.0,3.0,,
2301.0,1939.0,12.0,26.0,23.0,57.0,22.6,4.0,1.0,35.0,7.7,TURKEY,,SOUTH BLACK SEA,39.77,39.533,40.0,0.53,,,4.0,,,,,,,,,,,,,,32700.0,4.0,,,,,20.0,3.0,,4.0,,
1739.0,1940.0,5.0,24.0,16.0,33.0,57.0,2.0,1.0,60.0,8.2,PERU,,CENTRAL PERU,-10.5,-77.0,89.0,2.0,,1.0,1.5,,,,,,,,,,,,,,179.0,3.0,,,3500.0,4.0,,3.0,,3.0,,
